clientid_cr,pubclientid_cr,siteId_cr,countryDimId_cr,adslotdimid_cr,itemcolumbiaid_cr,ispDimId_cr,osVerDimId_cr,conversion_fraud,clmbuserid_cr,imprid_cr
549,65594,2602,144.0,321524,5609989,267504.0,360833.0,1,0.9200550729163415,0.7027422303473492
549,85030,3290,144.0,357097,5609984,153317.0,199414.0,1,0.9645660052636265,0.7027422303473492
549,38513,2558,144.0,326272,5609984,153317.0,199414.0,1,0.9645660052636265,0.7027422303473492
549,16153,2627,144.0,322158,5612582,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,82008,3129,144.0,348273,5610562,273302.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,337639,5610566,131096.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16258,2174,144.0,355556,5610562,273302.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,7270,1216,144.0,264407,5610562,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319522,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16258,2174,144.0,355556,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319523,5610567,136127.0,360788.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,327028,5610562,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,8359,136,144.0,323131,5610728,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,187725.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,206071.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,82008,3129,144.0,348273,5610562,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360956.0,1,0.9200550729163415,0.7027422303473492
802,16153,2627,144.0,322157,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210793,5610567,280429.0,0.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,359919.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210793,5610566,187725.0,0.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,206071.0,1,0.9200550729163415,0.7027422303473492
802,16153,2627,144.0,322158,5610567,187725.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16258,2174,144.0,355556,5610562,273302.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16258,2174,144.0,317616,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,266906.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,215441,5610562,280429.0,359919.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,129235,5610567,273302.0,0.0,1,0.7027422303473492,0.7027422303473492
802,82030,3131,144.0,348325,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360956.0,1,0.985902290715407,0.7027422303473492
802,76339,2906,144.0,359455,5610567,280429.0,360788.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,215441,5610562,280429.0,360831.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,77853,2959,144.0,336431,5610728,273302.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210793,5610567,189497.0,0.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210793,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,359919.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,215442,5610562,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,187725.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,215442,5610562,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,82908,3182,144.0,350058,5610728,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319523,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210793,5610567,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,82008,3129,144.0,348273,5610562,136127.0,360765.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319516,5610567,280429.0,206071.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,187725.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360788.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360956.0,1,0.9200550729163415,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,320145,5610567,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,320145,5610567,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,206071.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360956.0,1,0.985902290715407,0.9200550729163415
802,16153,2627,144.0,322158,5610567,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,136127.0,360788.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,326424,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,82008,3129,144.0,348273,5610562,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210792,5610567,151879.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16258,2174,144.0,317616,5610562,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,15240,179,144.0,210793,5610567,280429.0,360765.0,1,0.7027422303473492,0.7027422303473492
802,82908,3182,144.0,350058,5610728,187725.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,82008,3128,144.0,354612,5610562,145462.0,199452.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360849.0,1,0.7027422303473492,0.7027422303473492
802,7270,1216,144.0,264407,5610562,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,187725.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,2310,767,144.0,215442,5610562,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360788.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319523,5610567,266906.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,2360,68,144.0,340973,5610572,280429.0,0.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,280429.0,359919.0,1,0.7027422303473492,0.7027422303473492
802,85030,3291,144.0,355689,5610562,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319523,5610567,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319523,5610567,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,1057,144.0,319523,5610567,136127.0,360956.0,1,0.985902290715407,0.7027422303473492
802,2310,49,144.0,355676,5610728,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610562,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,82908,3195,144.0,350404,5610567,266906.0,199452.0,1,0.7027422303473492,0.7027422303473492
802,16258,2174,144.0,317616,5610562,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322157,5610562,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
802,16153,2627,144.0,322158,5610567,266906.0,360956.0,1,0.7027422303473492,0.7027422303473492
1287,82008,3129,144.0,348271,5598292,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
1287,16258,2148,144.0,317624,5598292,136127.0,360788.0,1,0.7027422303473492,0.7027422303473492
1287,82008,3129,144.0,348271,5598292,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
1287,16153,1057,144.0,319523,5598292,280429.0,206070.0,1,0.7027422303473492,0.7027422303473492
1287,82008,3129,144.0,348271,5598292,280429.0,360788.0,1,0.7027422303473492,0.7027422303473492
1287,16258,2607,144.0,326573,5598292,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1287,16258,2148,144.0,317624,5598292,273302.0,359921.0,1,0.7027422303473492,0.7027422303473492
1287,78747,2988,144.0,338460,5598292,187725.0,360849.0,1,0.7027422303473492,0.7027422303473492
1465,2658,667,144.0,317403,5538353,147570.0,206069.0,1,0.7027422303473492,0.7027422303473492
1465,77058,2931,144.0,335147,5538361,265618.0,199452.0,1,0.9980104980616294,0.7027422303473492
1465,77058,2931,144.0,335162,5538361,265618.0,199625.0,1,0.9980104980616294,0.7027422303473492
1465,2658,39,144.0,259397,5538356,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,215442,5538356,281745.0,360956.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,215442,5538353,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
1465,77058,2931,144.0,335536,5538361,265618.0,0.0,1,0.9980104980616294,0.7027422303473492
1465,2658,667,144.0,317403,5538353,187725.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,327032,5539966,280429.0,360831.0,1,0.7027422303473492,0.7027422303473492
1465,82030,3131,144.0,348326,5538353,187725.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,8358,1034,144.0,219845,5539966,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
1465,2310,49,144.0,355676,5538353,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,82030,3131,144.0,348326,5538353,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,326424,5519667,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,8357,1031,144.0,219847,5544166,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,2310,49,144.0,323134,5538353,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,16258,2174,144.0,355556,5538353,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,215442,5538353,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,2658,39,144.0,207018,5519967,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,84133,3253,144.0,352605,5538353,136127.0,360849.0,1,0.7027422303473492,0.7027422303473492
1465,77058,2931,144.0,335147,5538361,265618.0,199414.0,1,0.985902290715407,0.7027422303473492
1465,82008,3129,144.0,354629,5544166,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,326424,5519667,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,215442,5539966,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,7268,1214,144.0,323644,5544166,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,215442,5538353,268269.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,77058,2931,144.0,335147,5538361,265619.0,0.0,1,0.9645660052636265,0.7027422303473492
1465,77058,2931,144.0,335146,5538361,265618.0,0.0,1,0.9980104980616294,0.7027422303473492
1465,76339,2906,144.0,338539,5538353,136127.0,360849.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,326424,5519667,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,77058,2931,144.0,335147,5538362,265618.0,199452.0,1,0.9645660052636265,0.7027422303473492
1465,2310,767,144.0,326424,5519667,187725.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,2310,49,144.0,323134,5538353,151879.0,360956.0,1,0.7027422303473492,0.7027422303473492
1465,77058,2931,144.0,335147,5538361,265618.0,199452.0,1,0.9980104980616294,0.7027422303473492
1465,77058,2931,144.0,335147,5519666,265618.0,199452.0,1,0.985902290715407,0.7027422303473492
1465,2658,667,144.0,317403,5562791,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,12755,248,144.0,195826,5538362,174009.0,199452.0,1,0.7027422303473492,0.7027422303473492
1465,82030,3131,144.0,348326,5519667,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,326424,5519667,132991.0,360833.0,1,0.7027422303473492,0.7027422303473492
1465,16258,2174,144.0,355556,5538353,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
1465,2310,767,144.0,215442,5538356,136127.0,359536.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,285749.0,359921.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,265493.0,360788.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,136127.0,360833.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
1518,16153,1057,144.0,319523,5618684,187725.0,360833.0,1,0.7027422303473492,0.7027422303473492
1518,2308,4,144.0,351287,5618672,174009.0,199452.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,280429.0,359921.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,266737.0,360833.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,273302.0,360956.0,1,0.7027422303473492,0.7027422303473492
1518,16153,2627,144.0,322158,5618684,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
1518,2658,3,144.0,207961,5618672,174009.0,360831.0,1,0.7027422303473492,0.7027422303473492
1518,12755,248,144.0,195826,5618672,174009.0,360831.0,1,0.7027422303473492,0.7027422303473492
1771,2658,667,144.0,308707,5610697,266913.0,359528.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,281745.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,15336,2117,144.0,341817,5610697,133765.0,359536.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,266906.0,360956.0,1,0.9200550729163415,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,76794,2919,144.0,339620,5610697,273191.0,0.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,282315.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,0.0,360788.0,1,0.7027422303473492,0.7027422303473492
1771,77058,2931,144.0,335146,5610697,265619.0,199414.0,1,0.9645660052636265,0.7027422303473492
1771,2309,9,144.0,206621,5610697,273191.0,0.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,136336.0,360833.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,266906.0,359919.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,266913.0,360833.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,173347.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,266906.0,206071.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,133765.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,156196.0,359919.0,1,0.7027422303473492,0.7027422303473492
1771,13539,1217,144.0,264410,5610697,136127.0,360849.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,156197.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,16018,1030,144.0,254799,5610697,151405.0,0.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,266913.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,8358,1034,144.0,219844,5610697,266737.0,359536.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5611853,284119.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,151405.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,2501,1135,144.0,339657,5610697,147570.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,266906.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,2309,65,144.0,208084,5610697,273191.0,360765.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,0.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,133765.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,274975.0,359921.0,1,0.9200550729163415,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,265493.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,0.0,360833.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322157,5610697,147570.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,29110,2937,144.0,357800,5610697,135089.0,359919.0,1,0.7027422303473492,0.7027422303473492
1771,8357,1031,144.0,219846,5610697,136127.0,359536.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,266906.0,360833.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,133765.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,178527.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,16153,1057,144.0,319523,5610697,266906.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,54957,2974,144.0,337415,5610697,266913.0,0.0,1,0.7027422303473492,0.7027422303473492
1771,16153,1057,144.0,319523,5610697,266031.0,360956.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,133765.0,360833.0,1,0.7027422303473492,0.7027422303473492
1771,77058,2931,144.0,335146,5610697,265619.0,199414.0,1,0.9645660052636265,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,265493.0,360833.0,1,0.7027422303473492,0.7027422303473492
1771,16153,2627,144.0,322158,5610697,153604.0,359921.0,1,0.7027422303473492,0.7027422303473492
1771,78747,2988,144.0,338468,5611853,136127.0,0.0,1,0.7027422303473492,0.7027422303473492
1771,7268,46,144.0,216059,5610697,266906.0,360833.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,136127.0,360765.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615039,136127.0,360956.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,136127.0,360788.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322157,5615039,280429.0,360956.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,151405.0,360956.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,136127.0,359921.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,136127.0,206071.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322158,5615036,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
1970,16153,2627,144.0,322157,5615038,280429.0,360833.0,1,0.7027422303473492,0.7027422303473492
