clientid_cr,pubclientid_cr,clmbuserid_cr,imprid_cr,siteId_cr,countryDimId_cr,browserId_cr,adslotdimid_cr,itemcolumbiaid_cr,ispDimId_cr,osVerDimId_cr,conversion_fraud
549,16153,1862ec9f-f11b-4277-bbdf-63d1ad0bde75-10waw,eaedfeca-52bb-4a41-a9a1-2b0f94e1fe8a-h0hg,2627,144.0,129408.0,322158,5612582,280429.0,206070.0,True
549,16153,1862ec9f-f11b-4277-bbdf-63d1ad0bde75-10waw,eaedfeca-52bb-4a41-a9a1-2b0f94e1fe8a-h0hg,2627,144.0,129408.0,322158,5612582,280429.0,206070.0,True
549,85030,4e796fe1-fa7d-4afc-a759-50ff51befc7b-h0hg,8fa61725-cad5-412b-840a-ae5e1249781d-10ni8,3290,144.0,129639.0,357097,5612218,153317.0,199414.0,True
549,85030,4e796fe1-fa7d-4afc-a759-50ff51befc7b-h0hg,0b271455-3557-48b5-b473-0e5c938651f1-1sj7k,3290,144.0,129639.0,357097,5612218,153317.0,199414.0,True
549,85030,4e796fe1-fa7d-4afc-a759-50ff51befc7b-h0hg,0b271455-3557-48b5-b473-0e5c938651f1-1sj7k,3290,144.0,129639.0,357097,5612218,153317.0,199414.0,True
549,85030,223ce84f-baf5-48be-a387-cfeaf5ef6c23-1sjfw,e161328c-56b9-49a1-83c9-159ca12ab469-10nqk,3290,144.0,129639.0,357097,5609984,153317.0,199414.0,True
549,38513,ebc234d9-0891-42bc-a68b-acde7c5a8fd2-1siz8,acf46a41-0428-4ae7-b055-88aa3fbe2d1c-3qpg,2558,144.0,129639.0,326272,5612584,153317.0,199414.0,True
549,16153,5e76f7ef-7619-435f-a706-3e0281cc59d4-3pjs,438cf2af-10b8-4772-a5a1-316246ba77cf-10oa0,2627,144.0,129408.0,322158,5612582,280429.0,360833.0,True
549,16153,59f35c6f-cd9e-48a8-881e-907c69f407d2,2456d5c1-d993-4387-be94-769f2b332410-1sjio,2627,144.0,129408.0,322158,5612582,136127.0,360956.0,True
549,16153,5f7bfeaa-854f-45a4-a0bf-8373884384aa-10oic,668efc5c-993c-4362-ad20-577051c65bc4-1sjzc,1057,144.0,129408.0,319523,5610383,187725.0,206070.0,True
549,16153,c6167b37-0d5b-4cb9-855e-1a83540f069b,14cdade1-8244-4001-b9c5-6edf1b59682d-1slg5,2627,144.0,129408.0,322158,5610383,266737.0,359921.0,True
549,16153,6c9433d3-4505-4065-b511-a2de1893f9b0-6m6g,9943f568-b1d5-44ac-ba07-fb53de5b3720-1sj20,2627,144.0,129408.0,322158,5610383,136127.0,360833.0,True
549,16153,4afc95fb-90ba-447a-bc45-cb2c5a7e4c11-10nqk,a94ed320-8775-4158-92a3-948d213391c4-10ntc,2627,144.0,129408.0,322158,5610383,280429.0,360833.0,True
549,2309,699e223e-81b7-4a74-ab52-99729ff9c10a-6m6g,60ab6951-b560-4bbe-a1a0-d6026dbcfa80-62qg,9,144.0,0.0,251632,5612584,273191.0,0.0,True
549,16153,94518d42-cebe-420e-8489-88cc15d3bb4a-1sj20,9de3a106-d8c3-4755-bcc6-c3e87d71790c-1sj20,2627,144.0,129408.0,322158,5610383,280429.0,360833.0,True
549,85030,b342206d-0e88-4670-b45b-1a6e94648147-10tu0,1c3ab9c6-5c54-47ac-b9a6-4a548a272c67-1sjfw,3290,144.0,0.0,357097,5609984,187725.0,0.0,True
549,85030,4e796fe1-fa7d-4afc-a759-50ff51befc7b-h0hg,e09742aa-d729-4e38-81e1-d10e09d2d85b-10ofk,3290,144.0,129639.0,357097,5609984,153317.0,199414.0,True
549,2658,a799b75d-2434-4d3d-b858-8e666ee654d8-1siwg,a9319c9c-14a3-4d15-9848-af80fb832928-1sjd4,3,144.0,129408.0,207248,5609989,280429.0,360788.0,True
549,65594,a941ccf4-6ef0-4566-853d-ff6644162b85-1slg5,f1a9e587-e953-4c80-9e50-4133a57bb364-10nqk,2602,144.0,129408.0,321524,5612615,267504.0,360833.0,True
549,16153,23eb81d4-9893-4f22-8d07-40ba6af6692a-10u2c,3b198949-8140-4eae-9a1d-cc243a217e12-10nnt,2627,144.0,129408.0,322158,5610383,136127.0,359921.0,True
549,16153,bed31e92-d4e6-469d-bc9f-11404311e465-10w5c,d27797bb-9442-4dab-8786-42355e5a6e5e-h0k8,2627,144.0,129408.0,322158,5612221,187725.0,360833.0,True
549,16153,f37ed582-9fce-43c4-8012-b4b2b9bfcec7-6n6k,c4e627c0-6b63-430d-b7ca-f5914b4fe4fc-10ol4,2627,144.0,129408.0,322158,5610383,136127.0,359921.0,True
549,16258,abd1c35e-eca1-4a1c-a4cf-4cc5d34c0a0b-10nqk,a7326870-23e7-42e8-a307-c3ed810d40a2-1siz8,2147,144.0,129639.0,317623,5612615,136127.0,0.0,True
549,16153,dead980a-7938-4423-93c5-afc25b0323e5-10nql,7ccbaa94-5129-40fc-95fb-1204c3b3230a-62qg,2627,144.0,129408.0,322158,5612582,266906.0,360833.0,True
549,85030,4e796fe1-fa7d-4afc-a759-50ff51befc7b-h0hg,e09742aa-d729-4e38-81e1-d10e09d2d85b-10ofk,3290,144.0,129639.0,357097,5609984,153317.0,199414.0,True
549,85030,bc9d6d73-4604-464a-b564-ee2fc37d8db8-1sjwk,bc233e1a-0b61-43ac-b19c-648e06cd1e83-1sjac,3290,144.0,129639.0,357097,5609984,153317.0,199414.0,True
549,16153,8963425f-51ff-4d14-9884-70d2d5a18760-10vgc,f03ce9ae-73a3-4b8c-ad97-17ae675d0291-10ocs,2627,144.0,129408.0,322158,5612582,136127.0,359921.0,True
549,2309,7840fae4-58e9-48b3-96e3-74af2f3285ce-6mes,dfc376f8-855d-4c4a-9f7d-f842fd149dcd-1sjio,9,144.0,0.0,251632,5612584,273191.0,0.0,True
549,65594,a941ccf4-6ef0-4566-853d-ff6644162b85-1slg5,59a81da8-6532-41c9-9d89-03c3f9355f7d-1sjfw,2602,144.0,129408.0,321524,5609989,267504.0,360833.0,True
549,85030,acf2cb48-1742-4c94-8622-11db33f60720-10ntc,58e44fb7-c74f-4330-8e82-a1416b02e330-1sjfw,3290,144.0,129639.0,357097,5609984,153317.0,199414.0,True
549,85030,4e796fe1-fa7d-4afc-a759-50ff51befc7b-h0hg,8fa61725-cad5-412b-840a-ae5e1249781d-10ni8,3290,144.0,129639.0,357097,5612218,153317.0,199414.0,True
549,85030,acf2cb48-1742-4c94-8622-11db33f60720-10ntc,fe4ccdc9-0516-4c44-ae17-983ac9d84dce-10ocs,3290,144.0,129639.0,357097,5612584,153317.0,199414.0,True
549,38513,e3f067a9-547d-42a9-a250-114b5e26d57a-10o78,86822cad-d4f3-49fc-a5a5-d8904bfdc383-h0hg,2558,144.0,129639.0,326272,5609984,153317.0,199414.0,True
549,16153,21554175-8ce8-415e-ac82-9f88362a5c08-6my8,976f4a95-e7ac-427a-94c1-4e9728e4ce1b-1sjo8,2627,144.0,129408.0,322158,5612582,136127.0,360956.0,True
802,82008,7fc57f1d-aa30-4f18-9205-1bb035c33fb7-6m98,6291006a-ec4e-42a7-979e-5ffa169f0cce-1sj4s,3129,144.0,129408.0,348273,5610562,273302.0,359921.0,True
802,16153,844901a8-17b5-4d53-b401-0aa4fcab3758-10nns,6ded56c7-afc2-4c6d-9e5d-cd6800d39392-1sjio,2627,144.0,129408.0,322158,5610567,280429.0,360956.0,True
802,15240,55134858-ef13-4e86-bf50-10614b4bba54-6mkc,b2be6cec-12a5-4968-9e5a-4e3c5733658b-10oic,179,144.0,129408.0,337639,5610566,131096.0,360956.0,True
802,16258,9d5c968e-23da-438c-8cb6-41471d35027c-10o78,d8c84ad6-c16b-4a0b-9006-1a4a46e33108-1sk24,2174,144.0,0.0,355556,5610562,273302.0,360833.0,True
802,7270,02dfc3d8-d867-44f7-bff6-103590789e82-10udg,47429fb9-5907-4ad7-b3c9-b55a0e8a152d-1slg4,1216,144.0,129408.0,264407,5610562,280429.0,360833.0,True
802,16153,78713f1c-4ebe-4343-859d-2fc2efa46dd1,a301dd59-ff2b-427b-962d-01a3012a564b-10ntc,2627,144.0,129408.0,322158,5610567,280429.0,360956.0,True
802,16153,d2baac5b-bce4-41f6-93b5-7dc01c564142-62no,c9b8ede0-ced5-4b93-bd96-d58bfd4d039a-1sjfw,1057,144.0,129408.0,319522,5610562,280429.0,360956.0,True
802,16258,5baa31b9-e281-4a81-8d35-e80dd0ba316d-1sjwk,abd1d5b8-ea82-41a8-a85c-7d8cd4baf74a-1sjts,2174,144.0,129408.0,355556,5610562,280429.0,359921.0,True
802,16153,ddb2df6c-7f4f-4f58-b6c4-96d5fd50fe6c-10vat,5af6a619-5edf-40f1-9911-4d121b9cd40b-10nqk,2627,144.0,129408.0,322158,5610567,280429.0,360956.0,True
802,16153,521c9814-6edb-479a-b876-19a830669bb3-1sjo8,43d62fc4-bd56-4dae-b39b-a3d5257ad373-10ocs,1057,144.0,129408.0,319523,5610567,136127.0,360788.0,True
802,16153,3ac66c06-f8b4-4f1e-8917-33e451624b66-10tws,c805db41-d0ad-4c3c-9dd0-51e40c480beb-1sk24,2627,144.0,129408.0,322158,5610567,136127.0,360956.0,True
802,2310,adfd6e78-6ca1-48ac-a482-7dd751b9dfc3-10u7w,81cb7db6-0871-42ad-b84f-b2724d46fdfa-10nqk,767,144.0,129408.0,327028,5610562,136127.0,360833.0,True
802,8359,7c4375a0-a8f9-417c-b8ac-256cff3696ff-6m98,ea27fdae-efd5-43d9-9b77-53232602ecce-1sjr0,136,144.0,129408.0,323131,5610728,280429.0,359921.0,True
802,16153,a9f87065-a1e1-454a-ae0c-0449e8b4bdc6-10wos,2e51995f-218e-462f-84f4-0c973b38499e-10ntc,2627,144.0,129408.0,322158,5610567,187725.0,360956.0,True
802,16153,e3b6eeba-7249-4c56-ba0c-1e7703260404-6m98,e0eef087-2ade-4213-9ddd-543e79bb9cdd-1sjzc,2627,144.0,129408.0,322158,5610567,280429.0,206071.0,True
802,16153,b5753cfb-8610-494e-a099-90b50171b967,b517d05b-2bbf-475f-b14c-819ff2df1a99-1sjac,2627,144.0,129408.0,322158,5610567,136127.0,359921.0,True
802,16153,a53ca379-bcf5-4b36-9922-0a49b5dfa184,733fed67-8ac7-4d83-b007-39364b5f66b1-10ol4,2627,144.0,129408.0,322158,5610567,280429.0,360956.0,True
802,82008,55409a74-baa0-4c43-a2ad-15d2e55a67d5-1sj20,86d93fb6-84ac-410c-a99c-b937a123a12d-1sjlg,3129,144.0,129408.0,348273,5610562,187725.0,360833.0,True
802,16153,8c4aca71-c7d1-4f4e-8afe-076882dc52d7,267a975d-3992-463f-b67d-aef83593446a-1sjac,2627,144.0,129408.0,322158,5610567,136127.0,360956.0,True
802,16153,d0e530db-3c27-4820-858a-43b19d8a27b1-62kw,1237e3aa-1e66-4707-ad84-af9e107c2156-10ntc,2627,144.0,129408.0,322157,5610562,136127.0,360956.0,True
802,15240,e8c1fbf3-ec12-4135-8f57-c087b5db6b29-1siz8,61077a83-82ef-4b84-8e2c-0c3fe42850b6-1sjfw,179,144.0,129639.0,210793,5610567,280429.0,0.0,True
802,16153,738076dc-e5b2-4b9c-a2fd-ec79f4cd9905-6mvg,41644df6-734a-4092-95cf-3d24f1bd25f7-10ofk,2627,144.0,129408.0,322157,5610562,280429.0,359919.0,True
802,16153,f80e1497-55b4-4635-a61c-851cad56e8c2,175365a8-5824-45fe-9e26-a5eab149e4d9-1sjzc,2627,144.0,129408.0,322158,5610567,280429.0,359921.0,True
802,15240,87238250-c981-4a0f-9426-2b3ad880f52b-10tzk,197f8044-6913-4fc3-8eaf-f56f862c38c6-1siz8,179,144.0,129639.0,210793,5610566,187725.0,0.0,True
802,16153,102bc26a-2fdd-4879-925b-81c815a35e36-10w5c,90a254c6-398b-43ca-900c-a415ff0e9084-3qpg,2627,144.0,129408.0,322158,5610567,280429.0,206071.0,True
802,16153,8.68E+14,f564abd6-68a6-4082-978e-8968297da788-1sjwk,2627,144.0,129408.0,322158,5610567,187725.0,359921.0,True
802,16258,e8a0e44d-369b-4e75-8435-85f4b739f427-10oqo,c88a9147-f3fa-4338-9193-39a41cf80e19-3qpg,2174,144.0,129408.0,355556,5610562,273302.0,360833.0,True
802,16258,a3530b37-81fc-4bf4-8819-02537928b576-10ni8,eba8842b-8efd-496b-9d62-c5c1b77086ad-1sjo8,2174,144.0,129408.0,317616,5610562,136127.0,360956.0,True
802,16153,d98737bc-4435-46f5-a97e-482f2f5c4443-6mvg,c3eeb910-2147-4d8c-9fd8-0033cc2b81df-10ntc,2627,144.0,129408.0,322157,5610562,266906.0,360956.0,True
802,2310,f0bd4636-0930-404e-b998-ca3e284c9a8f-10uao,e2377323-8589-428b-8d90-2414a6f1e037-1siz8,767,144.0,129408.0,215441,5610562,280429.0,359919.0,True
802,16153,51370585-08b4-469f-b4cc-2f479730c339-10w84,d0995d8f-2462-47b9-b8ac-caf941f476fe-10ntc,2627,144.0,129408.0,322158,5610562,280429.0,360833.0,True
802,16153,4835c29d-de2d-47a3-b46e-30d704401cec,08664b20-8ff1-45f2-b88f-6ee585841f8c-10ocs,2627,144.0,129408.0,322158,5610567,280429.0,360956.0,True
802,16153,2fddf27f-0314-4a60-b129-689999a5abef-10vj4,23902e96-44ce-4a2d-b263-2a56c7517d89-3ps4,2627,144.0,129408.0,322158,5610567,280429.0,359921.0,True
802,16153,04aa8b47-d0df-4dfe-aef9-f5a20b64aeac-10ntc,e7f9dbff-1d63-4ffd-9f32-f4e4c787aaf6-10ni8,2627,144.0,129408.0,322157,5610562,136127.0,360956.0,True
802,16153,e2a6c40b-7581-4e25-b46a-fe25725abf60-10tws,075dfa6b-748a-4283-92b0-23a1ace2e634-1sito,2627,144.0,129408.0,322158,5610567,136127.0,360833.0,True
802,16153,d2baac5b-bce4-41f6-93b5-7dc01c564142-62no,c9b8ede0-ced5-4b93-bd96-d58bfd4d039a-1sjfw,1057,144.0,129408.0,319522,5610562,280429.0,360956.0,True
802,15240,26b02561-6da6-4fde-927e-8cfef542bffc-10u54,8d6a74bc-37bf-43f0-b587-3d5060a74dab-10ni8,179,144.0,129639.0,129235,5610567,273302.0,0.0,True
802,82030,c5dd6448-3de5-4f38-ae6f-c02c3d69eb8d-1siz8,a4a194d7-b0ce-4386-be4d-55b5f411bb9d-10ofk,3131,144.0,129408.0,348325,5610562,136127.0,360956.0,True
802,16153,feb6c9ae-f732-423a-9b56-0375a2e8a154-6n6k,aff1a241-f5bb-4743-919b-7097ead894ac-10o78,2627,144.0,129408.0,322157,5610562,280429.0,360956.0,True
802,16153,effe2a16-7c1e-4eb2-9d75-59e14513221f-6mes,900ebbef-74b7-45dc-a9f5-7d1afd963862-1sjfw,2627,144.0,129408.0,322157,5610562,280429.0,360956.0,True
802,16153,59e4daa0-1ea0-4cb3-8b7d-24cf63f46dab-1sj7k,dfabe2ba-23f8-4c37-ae50-1348dc321a25-1sjzc,2627,144.0,129408.0,322157,5610562,280429.0,360833.0,True
802,16153,b9e842ad-74ef-4045-8d4e-cd966e27cd29,c1c92b36-ab47-4d22-8dca-37292e603606-3qpg,2627,144.0,129408.0,322158,5610567,136127.0,360956.0,True
802,76339,9d902150-9d0d-4765-91c2-86c1c5b594d2-3ps4,63e8bc55-aa0a-4342-a729-0c1364b0b605-1sjfw,2906,144.0,129408.0,359455,5610567,280429.0,360788.0,True
802,2310,35bca898-c804-4ed8-a332-1c01763dfc4c-10ocs,67aae11f-fc3a-4d2b-b485-2a343a36775c-1sjfw,767,144.0,129408.0,215441,5610562,280429.0,360831.0,True
802,16153,04a76d20-38e5-407c-932a-56f457e6ff6f-6mkc,2da0c6a3-3bbe-4edd-bda2-9777b4585df5-1sjd4,2627,144.0,129408.0,322157,5610562,280429.0,360956.0,True
802,16153,93d85b42-0a13-4c12-ad8f-bac35c9f5e18-1sj21,3e0c4712-b76b-4dc8-9711-d4c323313213-1slg5,2627,144.0,129408.0,322158,5610562,280429.0,360956.0,True
802,16153,89794f2b-28fb-4375-b636-0b3113d7076c-10wos,5d390d3f-d4b1-42a6-b381-6192618f77e2-1sk7o,2627,144.0,129408.0,322157,5610562,280429.0,359921.0,True
802,77853,e6b98abf-7ae2-4e23-850a-bdca96839f85-6n11,608e84c1-bf24-4bf9-8649-ceeb5cc45e40-1sjac,2959,144.0,129408.0,336431,5610728,273302.0,359921.0,True
802,15240,0d085fc4-b802-450e-9bde-7d752e87180e-10onw,2df924c3-ec39-4107-80e6-a25ff5ac9435-1sjfw,179,144.0,129639.0,210793,5610567,189497.0,0.0,True
802,15240,8d71f45b-6923-42e9-9a72-54423d2a9df0-10o78,da0c0640-3c92-4a11-ab41-93ff5f0bf37a-10oa0,179,144.0,129477.0,210793,5610567,280429.0,360956.0,True
802,16153,f7eaee41-1066-48c3-bb28-d6fbcfa6990f,c74960d8-4188-43b3-a63c-c9fd0e4e0e29-h0k8,2627,144.0,129408.0,322158,5610567,280429.0,359919.0,True
802,16153,102bc26a-2fdd-4879-925b-81c815a35e36-10w5c,90a254c6-398b-43ca-900c-a415ff0e9084-3qpg,2627,144.0,129408.0,322158,5610567,280429.0,206071.0,True
802,2310,c73325a8-7faa-45bc-8ebc-9ad8c22b2b2f,0e69172b-6f2a-4930-85c0-ddf291d87832-1sjwk,767,144.0,129408.0,215442,5610562,136127.0,359921.0,True
802,16153,d9386625-5fba-4461-8c47-f6baf65f1fdd-6n6l,49f4523c-57aa-4306-be27-b03b11333781-1sjd4,2627,144.0,129408.0,322158,5610562,187725.0,360833.0,True
802,16153,ac2eb598-bada-418a-9afb-c3298bf02e2b-6m3o,91420e17-351d-448a-ad4c-b07e1768fbb7-10nw4,2627,144.0,129408.0,322157,5610562,187725.0,360956.0,True
802,16153,2fddf27f-0314-4a60-b129-689999a5abef-10vj4,23902e96-44ce-4a2d-b263-2a56c7517d89-3ps4,2627,144.0,129408.0,322158,5610567,280429.0,359921.0,True
802,2310,57e216d6-e5ce-40a7-ade6-09a61c8afa73-1slg4,c721b85f-0bb4-4240-9544-a99ac10b3a2e-1sj7k,767,144.0,129408.0,215442,5610562,136127.0,359921.0,True
802,16153,02700a41-541b-4a07-9d5d-ca9ed449c682-10ofk,cb798ca3-ad0d-4e31-a8ec-bdfcfc2574ac-10ol4,2627,144.0,129408.0,322158,5610562,136127.0,360956.0,True
802,82908,9aa60862-65e1-456b-acbd-775e36646b0f-1sjtt,fb8276a9-3feb-4538-91c7-277bdbadfe15-1sk7o,3182,144.0,129408.0,350058,5610728,280429.0,359921.0,True
802,16153,b5107e37-b17e-4633-af8a-bbf5f0b06a3d-10nns,6c318fb6-b41a-4459-9427-ad962b3d3efd-3qs8,1057,144.0,129408.0,319523,5610562,280429.0,359921.0,True
802,15240,215e18c8-c7ad-4209-ac26-97e08a3014f0-10udg,e0ca1dc6-7788-4024-8d3b-7c89add0341c-1sjts,179,144.0,129477.0,210793,5610567,280429.0,359921.0,True
802,82008,43d982ea-99c0-4db0-84e5-3f83b2704cdf-1sjts,535c12f3-889a-4102-bd0f-31700726529b-10ol4,3129,144.0,129408.0,348273,5610562,136127.0,360765.0,True
802,16153,c4fe9c66-99b8-4ac4-9dc2-d5421108b7bc-10vat,67445161-e3aa-43e9-83e9-50129ea8b5a3-10ocs,2627,144.0,129408.0,322158,5610567,280429.0,360956.0,True
802,16153,906f37e5-ac1d-4e02-b080-448ffdb83b36-10wrk,fe4aceab-c36c-41f4-a3da-d3cf62d533ab-1siwg,1057,144.0,129408.0,319516,5610567,280429.0,206071.0,True
802,16153,54c28177-29c3-4a5f-afee-d20bea85e6bf-10tws,98765cb9-fec0-485b-b08b-bad3e468d5aa-10oqo,2627,144.0,129408.0,322157,5610562,280429.0,360956.0,True
802,16153,b2e0e099-00f6-4379-8c97-17e399da653d-10tws,1874c1e2-e197-4a87-bf2e-b1ed3c3eebc8-1siz8,2627,144.0,129408.0,322158,5610562,187725.0,359921.0,True
802,16153,1430da01-617b-4a3b-b758-232607857a34,cf4b90e4-941a-4e7e-a8a2-6b105e7c4b07-1sjfw,2627,144.0,129408.0,322158,5610567,136127.0,360788.0,True
802,16153,8c4aca71-c7d1-4f4e-8afe-076882dc52d7,215a6b92-3d73-4c2f-8e11-141989dab2c1-1sjts,2627,144.0,129408.0,322158,5610567,136127.0,360956.0,True
802,16153,e0f7ca60-8516-4956-8154-390fdb87fe49,f071bb3c-d5d7-4f4a-9dd3-da5f94d5d7a5-1siz8,2627,144.0,129408.0,322157,5610562,280429.0,359921.0,True
802,16153,ab1f79e2-5699-440c-88dc-58c2ee66bf91-10udg,0cec1d26-2b4e-4d4f-8aef-0b97a6ef4f80-10ocs,1057,144.0,129408.0,320145,5610567,136127.0,359921.0,True
802,16153,1e8e458b-fdfa-4ae5-be43-0ed7a4a9eb2b,fc66888a-2d2f-4624-9b1b-156fb3dce878-62qg,1057,144.0,129408.0,320145,5610567,280429.0,359921.0,True
802,16153,74f45220-20fe-4a7e-9e95-c985ade5167c-10w2k,dfb7fc01-4724-4bbe-aa3d-a9ba0213d2bb-10oic,2627,144.0,129408.0,322157,5610562,280429.0,206071.0,True
802,16153,b9e842ad-74ef-4045-8d4e-cd966e27cd29,71098b4b-1a27-4412-817e-db2e50fc4044-10nnt,2627,144.0,129408.0,322158,5610567,136127.0,360956.0,True
802,16153,df1747aa-6c0e-4dfb-8bfb-e6009efc4da4-10tzk,35fd1f06-2398-4215-a9b3-c752e9f31c5d-3qpg,2627,144.0,129408.0,322158,5610567,136127.0,359921.0,True
802,16153,2a2507a6-02f0-4fcb-b3ca-37cffaff25c6-1sjts,5b1ccc30-d106-4289-a8d9-51ebbb2ad054-1sjwk,2627,144.0,129408.0,322157,5610562,280429.0,359921.0,True
802,16153,112a1d03-f335-412d-8fbe-753b4491d706,5cb93aa4-8afd-4f12-bbdf-487c70024201-1sito,2627,144.0,129408.0,322158,5610562,280429.0,359921.0,True
802,16153,8deb23e6-eb8e-443d-8265-cdca639dc8bf-10wgg,4780b430-90b8-4fe0-8b98-5f773accca76-1sj4s,2627,144.0,129408.0,322157,5610562,136127.0,360788.0,True
802,16153,112a1d03-f335-412d-8fbe-753b4491d706,5cb93aa4-8afd-4f12-bbdf-487c70024201-1sito,2627,144.0,129408.0,322158,5610562,280429.0,359921.0,True
802,2310,efa67048-ab20-4689-9233-4672cabe46e2-1sk25,77eb4021-adfc-4585-8bc0-be39ec2b97cf-1siwg,767,144.0,129408.0,326424,5610567,280429.0,360956.0,True
802,16153,1cf6ee77-8d0b-4e9b-a530-55edd75ec797-1siz8,61d67799-1fed-493d-a041-fa23a25fa590-1sjd4,2627,144.0,129408.0,322158,5610567,280429.0,359921.0,True
802,16153,feb6c9ae-f732-423a-9b56-0375a2e8a154-6n6k,aff1a241-f5bb-4743-919b-7097ead894ac-10o78,2627,144.0,129408.0,322157,5610562,280429.0,360956.0,True
802,16153,e442f254-2170-4a98-b054-55aadc09bda1-10nnt,d2cd7eaa-b99e-4e5e-a79f-394efe0f0820-1sj4s,2627,144.0,129408.0,322157,5610562,280429.0,359921.0,True
802,82008,19ce3679-e256-44c2-87f1-602f2d91452b-3qs8,5d03dfc3-90d4-4618-b6fa-3673f4a2e647-62qg,3129,144.0,129408.0,348273,5610562,280429.0,360833.0,True
802,15240,42ffbbce-d62f-415f-8ca2-d5d6da79be36-10ol4,baa8265b-fb8f-4193-8c0d-e22402b33dc5-10nqk,179,144.0,129408.0,210792,5610567,151879.0,360833.0,True
