cityGrpDimId_cr,clickbid_cr,clickTimeInMillis_cr,templateid_cr,stateGrpDimId_cr,osVerDimId_cr,osId_cr,browserId_cr,modelDimId_cr,position_cr,cityId_cr,algo_cr,conversionDurationInMillis_cr,stateId_cr,ispDimId_cr,countryDimId_cr,impressionTimeInMillis_cr,uuidSource_cr,geoGrpDimId_cr,v_cr,conversiontime_cr,adslotdimid_cr,itemcolumbiaid_cr,geodimid_cr,conversion_fraud,itemid_cr,pubclientid_cr,siteId_cr,goalid_cr,time_cr,adLogType_cr,pricingtype_cr,lookUpFrom_cr,goalTypeId_cr,clientid_cr
348009.0,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,34703.0,21.0,18936.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,1.0,0.0,21.0,7382.0,2437.0,150733.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,47263252.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,3.0,0.0,21.0,12499.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,47164444.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348009.0,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,34703.0,21.0,36006.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348005.0,3.1,1620000000000.0,4070.0,348021.0,199414.0,196063.0,129639.0,202038.0,1.0,440.0,39.0,6977.0,1802.0,132991.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,320284.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.0,2.79,1620000000000.0,4072.0,348023.0,0.0,196065.0,129467.0,202149.0,1.0,439.0,39.0,3100.0,1815.0,164681.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,320283.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348005.0,3.1,1620000000000.0,5260.0,348021.0,360140.0,196055.0,129639.0,203206.0,180560643.0,440.0,26.0,2706.0,1802.0,278940.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,339646.0,5488773.0,144.0,1.0,49504157.0,2501.0,26.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348009.0,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,34703.0,21.0,20789.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348006.0,3.1,1620000000000.0,4140.0,348020.0,0.0,196061.0,129639.0,200866.0,1.0,10278.0,38.0,4223.0,1808.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321300.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,3.1,1620000000000.0,4144.0,348022.9395348837,199452.0,196058.0,129639.0,202038.0,1.0,0.0,39.0,17825.0,0.0,151530.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321554.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.0,3.1,1620000000000.0,4144.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,439.0,39.0,2131.0,1815.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321554.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348009.0,2.79,1620000000000.0,4065.0,348025.0,0.0,196061.0,129639.0,200866.0,6.0,438.0,39.0,2584.0,1818.0,133765.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,322232.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348005.0,3.1,1620000000000.0,4065.0,348021.0,199414.0,196063.0,129639.0,202038.0,46.0,10240.0,39.0,3029.0,1802.0,147570.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,322232.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348008.0,2.79,1620000000000.0,663.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,37.0,1694.0,129163.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,1.0,49504154.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.0,2.79,1620000000000.0,4144.0,348022.0,199452.0,196058.0,129639.0,202038.0,1.0,436.0,38.0,2099.0,1806.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321554.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348008.0,2.79,1620000000000.0,663.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,37.0,747.0,129163.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,1.0,49504154.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,2.79,1620000000000.0,5167.0,348027.0,199522.0,129300.0,129639.0,202038.0,1.0,347087.0,38.0,2816.0,1812.0,172725.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488088.0,144.0,1.0,49504155.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348005.0,3.1,1620000000000.0,4140.0,348021.0,199452.0,196058.0,129639.0,202038.0,2.0,10240.0,38.0,3393.0,1802.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321300.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348008.0,3.1,1620000000000.0,4144.0,348023.0,199414.0,196063.0,129639.0,202038.0,1.0,435.0,39.0,3844.0,129163.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321554.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,0.0,21.0,60484.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348007.040257649,1.517,1620000000000.0,4202.0,348022.9395348837,359528.0,129325.0,129408.0,204084.0,1.0,4845.0,38.0,220133.0,1504.0,135885.0,149.0,1620000000000.0,1.0,348013.0,2.0,1620000000000.0,322211.0,5505846.0,149.0,1.0,50997105.0,65615.0,2612.0,7803.0,1620000000000.0,2.0,6.0,2.0,10.0,77339.0
348008.0,7.65,1620000000000.0,4693.0,348023.0,199414.0,196063.0,129639.0,202038.0,1.0,435.0,6.0,126404.0,129163.0,177151.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129117.0,5620623.0,144.0,1.0,53924616.0,2308.0,4.0,10679.0,1620000000000.0,2.0,16.0,2.0,10.0,86530.0
348007.0,3.1,1620000000000.0,4140.0,348022.0,199522.0,129300.0,129639.0,202038.0,2.0,436.0,38.0,1393.0,1806.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321300.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.0,3.1,1620000000000.0,4140.0,348022.0,199522.0,129300.0,129639.0,202038.0,2.0,436.0,38.0,2916.0,1806.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321300.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348006.0,3.512760498134529,1620000000000.0,5473.0,348020.0,360833.0,129311.0,129408.0,0.0,1.0,437.0,2.0,111959.0,1808.0,154900.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,215442.0,5538361.0,144.0,1.0,53622420.0,2310.0,767.0,280.0,1620000000000.0,2.0,17.0,2.0,10.0,1465.0
348009.0,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,438.0,21.0,143430.0,1818.0,136127.0,144.0,1620000000000.0,4.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348007.040257649,3.512760498134529,1620000000000.0,3709.2412587412587,348022.9395348837,360833.0,129311.0,129408.0,0.0,1.0,0.0,21.0,30004.0,2576.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,3.0,0.0,38.0,7814.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348007.040257649,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,0.0,21.0,40486.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348007.040257649,3.512760498134529,1620000000000.0,5670.0,348022.9395348837,360833.0,129311.0,129408.0,0.0,1.0,2942.0,33.0,34770.0,2929.0,146453.0,433.0,1620000000000.0,1.0,348017.0,1.0,1620000000000.0,207114.0,5577074.0,433.0,1.0,50273018.0,2658.0,39.0,1589.0,1620000000000.0,2.0,17.0,2.0,10.0,7750.0
348005.0,2.79,1620000000000.0,3887.0,348021.0,199452.0,196058.0,196034.0,205776.0,81588133.0,10240.0,38.0,1160.0,1802.0,147570.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,208630.0,5488773.0,144.0,1.0,49504155.0,2308.0,4.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348009.0,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,34703.0,21.0,78747.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348005.0,2.79,1620000000000.0,3887.0,348021.0,199452.0,196058.0,196034.0,205776.0,81588133.0,10240.0,38.0,2365.0,1802.0,147570.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,208630.0,5488773.0,144.0,1.0,49504155.0,2308.0,4.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348009.0,3.512760498134529,1620000000000.0,3709.2412587412587,348025.0,360833.0,129311.0,129408.0,0.0,1.0,34703.0,21.0,24581.0,1818.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,1.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348010.0,3.1,1620000000000.0,5167.0,348024.0,199452.0,196058.0,129639.0,202038.0,1.0,10314.0,38.0,1718.0,1817.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488088.0,144.0,1.0,49504155.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348010.0,3.1,1620000000000.0,5167.0,348024.0,199452.0,196058.0,129639.0,202038.0,1.0,10314.0,38.0,4310.0,1817.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488088.0,144.0,1.0,49504155.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348006.0,2.79,1620000000000.0,663.0,348020.0,0.0,0.0,0.0,0.0,1.0,437.0,38.0,2202.0,1808.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,1.0,49504155.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348008.0,7.2,1620000000000.0,5167.0,348023.0,199414.0,196063.0,129639.0,202038.0,1.0,435.0,38.0,285755.0,129163.0,151879.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5610572.0,144.0,1.0,53182420.0,85030.0,3290.0,10223.0,1620000000000.0,2.0,16.0,2.0,10.0,802.0
348008.0,3.1,1620000000000.0,5167.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,18.0,2718.0,129163.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488773.0,144.0,1.0,49504161.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,3.512760498134529,1619939975990.3962,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,3.0,0.0,21.0,358066.0,2442.0,265618.0,145.0,1620000000000.0,4.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,47263250.0,2658.0,3.0,8628.0,1620000000000.0,1.0,16.0,1.0,10.0,82122.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,3.0,0.0,38.0,29161.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348007.0,2.79,1620000000000.0,4070.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,439.0,38.0,1456.0,1815.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,320284.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348010.0,2.79,1620000000000.0,4064.0,348024.0,199414.0,196063.0,129639.0,202038.0,1.0,10282.0,39.0,23144.0,1810.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,320270.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,3.0,0.0,38.0,4811.0,2437.0,150733.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,2.0,0.0,38.0,24294.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348008.0,3.1,1620000000000.0,4070.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,39.0,4022.0,129163.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,320284.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348008.0,2.79,1620000000000.0,5167.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,20.0,1556.0,129163.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488773.0,144.0,1.0,49504162.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,10.8,1620000000000.0,2119.0,348022.9395348837,361287.0,196055.0,129639.0,203206.0,1.0,0.0,33.0,222125.0,2424.0,139145.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,254793.0,5603245.0,145.0,1.0,53182435.0,16018.0,245.0,1589.0,1620000000000.0,2.0,16.0,2.0,10.0,7750.0
348007.040257649,1.0,1620000000000.0,5391.0,348022.9395348837,199452.0,196058.0,129639.0,202038.0,1.0,0.0,21.0,14300.0,2420.0,185265.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,342284.0,5526656.0,145.0,1.0,47164453.0,16892.0,549.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348008.0,3.1,1620000000000.0,4140.0,348023.0,199452.0,196058.0,196034.0,205776.0,1.0,435.0,38.0,3825.0,129163.0,151879.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321300.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,3.0,0.0,18.0,4342.0,2437.0,150733.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,47164444.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348008.0,2.79,1620000000000.0,5167.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,26.0,2367.0,129163.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488088.0,144.0,1.0,49504160.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348009.0,2.79,1620000000000.0,663.0,348025.0,199452.0,196058.0,129639.0,202038.0,1.0,34708.0,37.0,1564.0,2570.0,149033.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,1.0,49504154.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348008.0,3.1,1620000000000.0,4070.0,348023.0,199452.0,196058.0,129639.0,202038.0,1.0,435.0,38.0,3433.0,129163.0,266737.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,320284.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348009.0,2.79,1620000000000.0,663.0,348025.0,199452.0,196058.0,129639.0,202038.0,1.0,34708.0,37.0,2715.0,2570.0,149033.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,1.0,49504154.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.0,3.512760498134529,1620000000000.0,4202.0,348022.0,360831.0,129311.0,129408.0,0.0,1.0,436.0,26.0,57490.0,1806.0,136127.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,322211.0,5539966.0,144.0,1.0,53607439.0,65615.0,2612.0,280.0,1620000000000.0,2.0,17.0,2.0,10.0,1465.0
348006.0,2.79,1620000000000.0,663.0,348020.0,199414.0,196063.0,129639.0,202038.0,1.0,437.0,38.0,1794.0,1808.0,143124.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,1.0,49504155.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,2.79,1620000000000.0,4144.0,348022.0,199414.0,196063.0,129639.0,202038.0,1.0,0.0,38.0,7641.0,1807.0,0.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321554.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,2.79,1620000000000.0,3229.0,348026.0,199522.0,129300.0,129639.0,202038.0,1.0,0.0,1.0,15860.0,1803.0,156196.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,254786.0,5488088.0,144.0,1.0,49504155.0,16018.0,245.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,2.79,1620000000000.0,5167.0,348026.0,199522.0,129300.0,129639.0,202038.0,1.0,0.0,18.0,2710.0,1803.0,156196.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488088.0,144.0,1.0,49504161.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.0,2.79,1620000000000.0,4070.0,348023.0,199414.0,196063.0,129639.0,202038.0,1.0,10300.0,38.0,2584.0,1815.0,266906.0,144.0,1620000000000.0,6.0,348011.0,1.0,1620000000000.0,320284.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,3.1,1620000000000.0,4144.0,348020.0,199452.0,196058.0,129639.0,202038.0,1.0,10276.0,38.0,2944.0,1808.0,266031.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321554.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348007.040257649,1.0,1620000000000.0,2946.0,348022.9395348837,0.0,196061.0,0.0,0.0,2.0,0.0,21.0,6395.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,1.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
348008.0,3.1,1620000000000.0,4194.0,348023.0,199452.0,196058.0,129639.0,202038.0,2.0,435.0,39.0,2499.0,129163.0,151879.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321553.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348006.0,3.1,1620000000000.0,4140.0,348020.0,199414.0,196063.0,129639.0,202038.0,1.0,437.0,38.0,12259.0,1808.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,321300.0,5488088.0,144.0,1.0,49504155.0,2320.0,34.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
